seed,trial,p_open,p_covered,p_target,p_timeout,commit_latency,junction_pause_duration,h_risk,h_opp,q_neg,q_pos,X_risk,X_opp,protocol,ablation,target_path,expected_direction,rel_trial
43,37,0.0,1.0,0.0,0.0,1.0,2.0,0.328253828852194,0.27704764951052807,0.7117252122605782,0.0,0.22499999999999998,0.275,shock,full,open,negative,7
43,38,0.0,1.0,0.0,0.0,1.0,2.0,0.3264524946347829,0.27634346284385747,0.6564726744583989,0.0,0.22499999999999998,0.275,shock,full,open,negative,8
43,39,0.0,1.0,0.0,0.0,2.0,3.0,0.32637868997519515,0.2762609152426503,0.5995155554853563,0.0,0.24,0.27999999999999997,shock,full,open,negative,9
43,40,0.0,1.0,0.0,0.0,2.0,3.0,0.32662897828084014,0.2777921078416326,0.5419145786083177,0.0,0.24,0.27999999999999997,shock,full,open,negative,10
43,41,0.0,1.0,0.0,0.0,2.0,3.0,0.3256063512856855,0.27869626175940565,0.48984785769316674,0.0,0.24,0.27999999999999997,shock,full,open,negative,11
43,42,0.0,1.0,0.0,0.0,2.0,3.0,0.3235279839187343,0.2792301556063115,0.4427836658367802,0.0,0.24,0.27999999999999997,shock,full,open,negative,12
43,43,0.0,1.0,0.0,0.0,3.0,4.0,0.32252842146655697,0.2800160026862405,0.39629284725528063,0.0,0.25,0.2833333333333333,shock,full,open,negative,13
43,44,0.0,1.0,0.0,0.0,4.0,5.0,0.3229506769802844,0.28208743358416466,0.3476015563100633,0.0,0.2571428571428571,0.2857142857142857,shock,full,open,negative,14
43,45,0.0,1.0,0.0,0.0,4.0,5.0,0.3220043353940664,0.2839795735836904,0.3017617864290635,0.0,0.2571428571428571,0.2857142857142857,shock,full,open,negative,15
43,46,0.0,1.0,0.0,0.0,4.0,5.0,0.31896786509272207,0.28488457827982966,0.2619671117572135,0.0,0.2571428571428571,0.2857142857142857,shock,full,open,negative,16
43,47,0.0,1.0,0.0,0.0,6.0,7.0,0.3173377883402561,0.2862039071780632,0.22299319792258285,0.0,0.26666666666666666,0.2888888888888889,shock,full,open,negative,17
43,48,0.0,1.0,0.0,0.0,6.0,7.0,0.3146571122876829,0.2878486719615248,0.18592007973819893,0.0,0.26666666666666666,0.2888888888888889,shock,full,open,negative,18
43,49,1.0,0.0,1.0,0.0,4.0,5.0,0.312565835642506,0.2878161576631835,0.15808791230752486,0.0,0.31428571428571433,0.2857142857142857,shock,full,open,negative,19
43,50,0.0,1.0,0.0,0.0,1.0,2.0,0.32356094260045043,0.2863840976012813,0.1413833949899601,0.0,0.22499999999999998,0.275,shock,full,open,negative,20
43,51,1.0,0.0,1.0,0.0,3.0,4.0,0.3124002954113755,0.28286797914634043,0.1278428584603541,0.0,0.31666666666666665,0.2833333333333333,shock,full,open,negative,21
43,52,0.0,1.0,0.0,0.0,4.0,5.0,0.3220575861607512,0.2835339165937188,0.11213519716978457,0.0,0.2571428571428571,0.2857142857142857,shock,full,open,negative,22
43,53,0.0,1.0,0.0,0.0,4.0,5.0,0.3037281753162221,0.2846714219230629,0.0973474278387453,0.0,0.2571428571428571,0.2857142857142857,shock,full,open,negative,23
43,54,0.0,1.0,0.0,1.0,6.0,7.0,0.2946695166367455,0.28611079844121273,0.0828646546419083,0.0,0.26666666666666666,0.2888888888888889,shock,full,open,negative,24
43,55,0.0,1.0,0.0,0.0,4.0,5.0,0.2868042252394596,0.28707892227977855,0.0704598463752263,0.0,0.2571428571428571,0.2857142857142857,shock,full,open,negative,25
43,56,1.0,0.0,1.0,0.0,3.0,4.0,0.2847939736086708,0.2860545796816149,0.061775347555388334,0.0,0.31666666666666665,0.2833333333333333,shock,full,open,negative,26
